x,y
0.0564144544633608,0.0580604664669539
0.0564156310639832,0.0580617172266324
0.056416966703973,0.0580641109167233
0.0564174468324483,0.0580647760396672
0.0565100484555477,0.0580714243350018
0.0568111078818319,0.058220849204781
0.0577240880968778,0.0587774752304577
0.0593793330203266,0.0598544279341654
0.060729338733493,0.0607525375354525
0.0622020190187307,0.0617445488124172
0.0637337831179556,0.0627896278110974
0.0656397436638692,0.0641133910836782
0.0677743052323863,0.0656424045587731
0.0707933469677962,0.0680013686008908
0.0716463380957178,0.068802775832861
0.0721837099971182,0.0695063994696101
0.0722440018354276,0.0698164604357889
0.0719966072286021,0.0700311713562256
0.0709282154087537,0.0700134199244182
0.0686800702818816,0.0694985731483439
0.0672997631612051,0.0691014096938937
0.0516292120048811,0.0647857486623813
0.0514830731653088,0.0647571083974643
0.051046444162994,0.0646698060756969
0.0504638559287419,0.0645477392296949
0.0497253258725109,0.0643809691169523
0.0459878316510666,0.0633121296144203
0.0445588091353267,0.0628275694407907
0.0436509594360202,0.0625059450561217
0.0429244149677633,0.062242583134034
0.0409694072510065,0.0615147220330122
0.0394689666680617,0.0609437677258617
0.0351832496002104,0.0592919778028982
0.0339833232132288,0.0588190086154824
0.0335679967513201,0.058650933128595
0.0330932924872489,0.0584542848510132
0.0330932924872489,0.0584542848510132
0.0327912995896337,0.0583253822043929
0.0325021140563455,0.0581977734927529
0.0322272647501651,0.05807113938627
0.0320315438407904,0.0579766540154636
0.0319684254172392,0.0579452371808846
0.0317271900660726,0.0578199175559056
0.0314523787584805,0.0576640298523555
0.0312087485022705,0.0575091389824494
0.031163819738261,0.0574783108048195
0.0309966571556933,0.057355633037867
0.0309204711616537,0.0572947437277598
0.0308490611444584,0.0572342118635501
0.0307199188759566,0.0571144101032614
0.0305820078677969,0.056967538853555
0.0304665889624298,0.0568246056986242
0.030445820664982,0.0567965591165663
0.030369233172621,0.0566863627729848
0.0303012240459239,0.0565795943964469
0.0303012240459239,0.0565795943964469
0.0302247087054619,0.0564513753426409
0.0301398008187441,0.0563057156022337
0.0301398008187441,0.0563057156022337
0.0300844822633139,0.0562137648092968
0.0300142172143905,0.0561046806809662
0.0299853318329134,0.056062852565484
0.0299558565788072,0.0560220395474612
0.0298949043476882,0.0559433923929594
0.0298311247145963,0.0558685772484801
0.0297646285416599,0.055797392613682
0.0297132167666727,0.0557462488510825
0.0296958372342971,0.0557296081114685
0.0296076859217631,0.0556492797179284
0.0295011453505065,0.0555586841274791
0.0295011453505065,0.0555586841274791
0.0294313649319811,0.0555014129860755
0.0293639450601508,0.0554463737157252
0.029331487023184,0.0554196259982519
0.0292847646831537,0.0553804039514971
0.0292000255613195,0.0553049549048603
0.0291628094728703,0.0552686190984623
0.0291512541574648,0.0552567022473495
0.0291095690277663,0.0552099794879704
0.0290755549900719,0.0551647301650381
0.0290444157607254,0.0551102014292031
0.0290355851815906,0.0550890217760638
0.0290241675404953,0.0550477585783255
0.0290210147960238,0.0550177870986216
0.029022394903295,0.0549886728241271
0.0290238388618181,0.0549791622791676
0.0290381483548478,0.0549331052276776
0.029093897378022,0.0548906012958556
0.0294571524762418,0.0548768562146569
0.0302524947849319,0.0548779178410883
0.0310797833361171,0.0548887051133313
0.0337609246119658,0.0549446301256984
0.0383522259178709,0.0550638816301206
0.0415539113552076,0.0551533988400825
0.0476670755735774,0.055330814853064
